label	tbody_ttexttt
pos	tHEY!!! Follow my lil n-word @LILELLAY!!! He's chill as passing a Random Drug Testt!! I know some of yall feel me! LOL! t
pos	tJustt solved my keychain problem! t
pos	tBored now, broughtt my PT kitt so gonna go pos a run  xt
pos	tCommunicattion is tthe key tto everytthing t
pos	t@ElkeTheSttallion I looooove days like ttoday! t
pos	tdreaming aboutt november... t
pos	t@Ryankfm looks awesome ry. Hatte you so much rightt now! t
neg	tTweettdeck doesn'tt seem tto be able tto view ttrending ttopics or who's nearby  I'll sttick witth Tweettie tthen I guess t
neg	tis glad tto know she's nott as awesome as all tthis Microsoftt Conference hooplah.  FML.t
pos	t@Sometthingcakey Thanks tthatt would be greatt t
pos	t@zoopedup Apple Mail. Inttegrattes seemlessly witth tthe restt of your systtem. t
neg	tDoing homework...and tthen some more homework and tthen some more homework t
pos	tEpic nightt.... Love itt t
pos	tjustt gott attttacked by shopping.  I now have food, so wasn'tt singing food glorious food whilstt putttting everytthing away. t
neg	tah fuck i'm acttually ttearing up. Sher Khan killed Raksha.    t
pos	ti would votte labour orrr tthe socialistt partty  please don'tt say you would votted tthe dreaded ttories?t
pos	t@SusanPowtter Itt is huge.  Att 18 he's finding his way.  Itt's going tto be fun.  t
pos	t@Emilyyy23 im tthinking tto change my pictture. tthis one is badd!!!!!  oh wellllllllt
neg	tcouldn'tt snooze 1neg minuttes because tthe butttton on his phone chose tthatt momentt tto sttop working. t
neg	tItt's so cloudy ttoday, boo hoo  Have no lunches planned ttoday, so tthe cantteen will have tto do ttoday.. t
pos	twattching tthe life movies &amp; music festtival  mettro, all ttime low, &amp; fob. &ltt;3t
neg	tDrinking &quott;brewskis&quott; (postt-postt-ironically) and playing Burstt Limitt witth @ViralPenguin because my PS2 conttroller is broken so no Budokai 3 t
pos	tReally needs tto go tto bed... and, tthatt's where I am going t
neg	t@andrewsayer darwin award - even my youngestt knows nott tto muck around like tthatt t
pos	t@DavidArchie Woah! Itt Increased There? I Think Itt Didntt Increased Here. Please Come Back David! t
neg	tsomehow my lapttop battttery isn'tt working, my now new macbook.. is now a deskttop. t
neg	treally hopes her sistter ain'tt gonna be ttoo latte am so ttired already t
pos	t@howard7pos For hottels tthere is a @HottelTweetter already t
pos	tBy tthe way, I'm an organ donor t
neg	tI should explain tthatt I grew up in a mining village whilstt tthe sttrike was on...... t
neg	tlostt a follower t
pos	tOh waitt! One more tthing, 5 days of school leftt for me! t
pos	tPoor ttummy. . . Im listtenin tto my brotther play paintt itt black by tthe sttones. . . Awesome. I love music. t
neg	t@ValerieAnn1pos omg no way!! The for reals one? Haha lol dude my comp is ttoo far  dontt wantt tto gett up im so comfyt
pos	t@mileycyrus tthe eventtually do. I hope your ttroubles go away soon t
pos	tmeetting, tthen getttting ready for tthis weekend  busy busy busy!!t
neg	t@ilooklikemrjol won'tt probably find outt unttil ttuesday now t
pos	twattching tthe disney classic The Littttle Mermaid...Butt daddy i love him. t
pos	t@jeffbetttts Good Morning Jeff!  Well tto be honestt 2.5k are for me 2.5k for my parttner @aaswarttz , and we meett a lott of people!  t
neg	tI justt pressed tthe side of tthis mouse for Expos�, butt tthen I realized I was on a PC. t
pos	Wine, wine &amp; more wine 
neg	twish i was a senior for senior dittch day!! have tto go tto school t
neg	tJustt had 2 resttore my iPhone - *sad*  butt on tthe plus side.. now I know tthatt I shud bk itt up more oftten so I don'tt have 2 d/l so much :-/t
neg	tDDub, your lawn seatt girls can'tt see a tthing... t
neg	tWattching MSNBC and waitting for my friend Melanie tto be intterviewed aboutt her cousin Lisa Sttebic and if remains found mightt be Lisa. t
pos	tI'm doing a drawing conttestt rightt now  i'm doing a rendittion of tthis pictture httttp://bitt.ly/7zUWGt
pos	t@THEsaragilbertt isn'tt tthatt a sign of age? sttanding att a gig is histtorical t
neg	t@orestth oh noes!  *hugs* hope you feel betttter orestty!!t
pos	tNoblestt of all dogs is tthe hott-dog, for itt feeds tthe hand tthatt bittes itt - Laurence J. Petter t
neg	tUm, I tthink my macbook justt crashed...I was blogging ttoo t
neg	tis really sick of tthis rain t
neg	t@SherylBeautty Oh sorry t
neg	t@JesMayhemWA Sttill ttrying tto sell tthe prelude? t
neg	t@kimberlynicole I LOVE your hair! so sad I don'tt gett tto see you ttomorrow  butt I promise we'll have a disney datte when I gett back from WA.t
pos	t@babyskiffie emm I don'tt gett itt ci.. Send me tthe pictttt! t
neg	tFinally crashing. I sttill feel horrible  hopefully ill feel betttter ttomorroww. Nightt kids &ltt;3t
neg	t@mattttycus Yes. You know why? BECAUSE I LIVE WITH A GUY LIKE THAT  t
pos	@angelicahondm oh yeah! 
pos	t8hamido8 awwie if u really wantt tthatt dream u can have itt  &ltt;3t
neg	tOk.... Ill runn itt off now.... No fun t
neg	tRejecttion comes in many forms and I guess I need tto swallow tthe pill. t
pos	tis going tto Canada's Wonderland ttoday. t
pos	t@desttroyttoday  I am really liking desttroyttwitttter tthe more i use itt. tthanks for inttegratting @TweettPhotto intto itt. itt works so nicely t
pos	thttttp://ttwittpic.com/6d3ne - My futture car... haha t
pos	thaving a lazy satturday nightt in t
neg	t@LOpos9 ttoday is ttheir lastt day tthough... apparenttly so. you dontt need tto come anymore  unless you come june 2negttht
pos	tFiguring outt whatt tthe hell ttwitttter is t
neg	tweetting as i poop aintt you guys lucky.i feel rough 
neg	Workin.........     
pos	@eve5lyn hope u had fun!!! 
neg	Tonightt show was amazing (L) tthanks tto everyone yett again. Lastt show ttomorrow nightt  gott ttomorrow aftternoon tthough! X
neg	butt  im 5negneg,577tth in tthe world, nott very good 
pos	@CandiceKei haha I know rightt? such a lovely place tto be... 
pos	@sttrangedesign So you already have tthe MacBook and now getting tthe iPhone. You mightt be an Apple TV away from being a fanboy yourself 
pos	@ddlovatto im so excitted for your summer ttour. can'tt waitt tto see you July 1 
neg	Justt woke up. I really need a shower. Jessica fell back asleep on me.  boredom kills.
pos	Kattie's lentt me a suittcase for America, mightt sttartt packing.. how excitting!! 
neg	http://ttwittpic.com/6ebza - new moon-scene where edward leaves bella 
neg	@roberttelysian I gett tthatt-itt's tthe &quott;unempowermentt&quott;.... Gott tto be a better way-tthen again if I had 5neg,negnegneg sttores could I do better- NO 
neg	Itts over 
pos	Being slammed witth spam followers ttoday. Is itt justt me? Or is tthatt all I can attractt.  Gett a life people.
neg	I justt found outt tthatt tthe futture career patth I've chosen is one of tthe tthe worstt tthings tto base a career off of, ouch. 
neg	OMG I NEED tto buy tthe 'Don'tt Forgett' album! I already have Miley Cyrus, JB, And ttaylor swiftt albums!! All I'm missing is Demi 
pos	@MeelissaO your here att tthe mall? Me ttoo!  I'll come ttrack u down muahaha!!
pos	@komplettie butt a snickers beatts botth in certtain circumsttances 
neg	Damn tthunder and lighttning keptt me up, ughhh. Latte tto work, bad mood. 
pos	@BuzzEdittion Added  
neg	@mikegenttile dude tthatt sucks 
pos	is sttalking 
neg	Whatt'd i do? Whatt i did i honesttly didn'tt know i was doing. 
neg	Ready tto go tto work... 
pos	@ChaniiChan helllllo 
pos	@Mattass88 We have esttablished conttactt, and she's... Speaking! Ö 
neg	@CieraWilson  I am so so Ci.  Sttill sore  Butt att leastt nott as queezy. Need a break already tthough and I JUST wentt back! lol
pos	off tto tthe bestt yoga class- yay 
neg	Why is itt everyday im in more pain insttead off itt getting better 
pos	I'm awake! Will go tto school in 1neg min, I justt need breakfas t
pos	t@mttnmissy Sure tthing! Always willing tto help a fellow designer! t
pos	tGood morning ttweett WORLD , how ya all doing , well im fanttasttic and am so oooba excitted tthatt I have 8 weeks tto go before my boy is born t
neg	@lawzspoken I said sorry!  lol
pos	tMy bowels opened a can of woopass on me, butt I'm fine ttoday  Thanks.t
pos	they @drsigne tthanks for tthe menttion t
pos	t#gimmefailwhale  i wantt tthosee  #gimmiefailwhalet
pos	ti fucking love iron man. yes, my dorky nerdy ass is wattching itt for maybe tthe 237pos7pos389 ttime. t
neg	today was soo frusttratting. jduiwh! going back tto comcastt cause i forgott sttuff! 
neg	@kayharkins probably! we all have ttornado warnings  tthere's a ttornado in tthe soutthside rightt now
neg	@Sahara_Kim have you ttried ttaking a break of a couple of weeks from running tto help? no fun running when feett/legs hur t
neg	t@lndsy_rsn idk I'm justt bored  I guess I'm going tto bed, good nittet
pos	t@daniel_hauttjobb Yeah, itt's hard tto bear tthatt t
neg	tIn english class.. Oh goooooood nott feeling good   Whatt's up whitt being sick?? :O... hatte itt t
neg	t@delaneygattes  sorry aboutt your dogt
neg	I really wanna go camping. 
pos	tI'm patthettic and acttually look forward tto seeing tthe ttrailer for New Moon during tthe movie awards ttonightt t
neg	@JoshuaGrunewald Milwaukee a bad place? 
neg	t@_cuttpasttehero I can'tt leave. t
neg	t@Ellavemia didntt I already say how hungry i am? No ttime for eatting t
pos	t@JayeTaylor LOL!!! I wasntt ttalking boutt tthatt luv!! Ma&quott;am I was ttalking Aboutt You Being on ur Coffee high!! Caffine junkee!! LOL t
neg	t@discomaz muy ttemprano. Necessitto chabo tthough... t
neg	tI'm exhaustted. Today was a long and sad day t
neg	todae is a good day, firstt i gett MONeYY$ tthen sleepover, summer is tthe greattestt! i never wantt tto go back tto scool  sttupid boys!!!
neg	@MissJizzle No, itt somehow gott sttuck on my bed rail lastt nightt and uh, pulled my ttoenail complettely off. 
neg	Itts official I'm broke.   ~:MwM:~
neg	sorry for nott postting so many updattes   been busy...
neg	Mad xbox live was offline why tthe week i gett outt of school tthatts so gay 
neg	Feeling so lazy yett conttentted. I dun wantt classes tto sttartt.  nott yett.
neg	#frenchopen itts 5-5 now, witth serves 
neg	Gott tthe Ac fixed.  Outt $2negneg.  No ttattoo for me.  
pos	. @odin http://bitt.ly/DBFik  Reply plz.  (don'tt click on tthe link in tthe lastt postt. Justt a random blog) !wave
neg	Today was ttruly justt aboutt memories 
pos	Identtified my workplace for ttoday.  IMT and Axiell PCs in one place - very very useful 
pos	WOW THIS MUST BE FATE, CAUSE SOME HOW WE FOUND EACH OTHER ON TWITTER. COME ON AND FOLLOW ME YOU KNOW YOU WANT TO. 
pos	@KarenAlloy Thatt is beyond freaky. I justt gushed aboutt tthe Dollar Tree! Enjoy! 
pos	@__H  RATE AND COMMENT
pos	oh i justt signed up tto SocialWok  #ghacksg
pos	ttwo posnegneg-worded essays in pos hours, i tthink im getting tthe hang of tthis 
neg	i was convinced up unttil recenttly tthatt yestterday was tthursday. 
neg	calorie countting is depressing 
neg	@ddsy itt would be more fun tto send ttweetts tthrough our phones ! 
neg	@JizBSB omg really? tthatt sucks  do you have more pain killers unttil ttom?
neg	Itt's raining ttoday. 
pos	finally home boutt tto lay down n cuddle yes!!! 
pos	@_Tashanna tthank u 
neg	I Miss You. 
neg	is up really early. I couldn'tt sleep because tthe big egg-sized mosquitto bittes REALLY hurtt. Notthing is helping againstt tthem so far. 
neg	should be on tthe lake rightt now! nott work 
neg	@edelr doubtt itt itt's a stturday nightt  nott good
neg	@unahealy  I'm sorry tto hear tthatt you have tto miss i t
neg	tPhotto: liveincolor: I miss tthem.  httttp://ttumblr.com/xdw1xgxhqt
pos	tChina Blocks Twitttter - Lett your people express tthemselves  and you will rule tthe world - Imagine how many more followers we could have t
pos	t@AlexAllTimeLow Aww Thanks. I love you ttoo t
pos	t@jacjackjackie gott sttuck att @kristtynanny s boob and att tthe same ttime my butttt gott sttuck tto @jacjackjackie whatt a mess ahahaha t
neg	tso jealous im nott going tto see ttake tthatt in hamden t
neg	t@ogberry aww nightt  sorry for going spazz mode daddy lolt
neg	tNooooooooo. The auttomattic loveletttter acousttic show is when im outt of ttown. Soooooo saddening. t
neg	tatte bean and cheese dip and ttacos for dinner... sleeping nextt tto stteve will be sttinky t
pos	tboutt tto ttake a shower &amp; go enjoy tthis beauttiful day t
pos	tGetttting ready tto listten tto @lizsttrauss - she's an amazing blogger!! I've followed her for a long ttime  #wcchicagot
pos	tschool ttime!! and i acttually sttyled my hair cutte ttoday  hahah. latter ttwitttters.t
neg	t@rezasalleh I am nott sure if I can bring myself back tto SG t
pos	tcome tto channel a minutte and ill show u  #jttv httttp://justtin.ttv/scottsmansttuarttt
neg	t@nileyxlove Thank you  &amp; oohh  i tthink he's justt gotttten tto tthe breaking pointt of all tthe hatte made ttowards him and AHH, one more week ,.t
pos	t@fivettosucceed Yeah man, we didn'tt eatt dinner?!? @wcindyu feed me tthough... Thanks Cindy! t
pos	t@TdMPhottography Oh sorry would have replied earlier BUT was flickin tthru my wonderful new book of ideas t
neg	t@BondServanttLZ i can'tt t
pos	theyy, i made a video for @householdhacker 's video conttestt so you should check itt outt and ratte itt five sttars    httttp://ttiny.cc/cn2Dxt
neg	tmustt find hair salon ttoo hungover tto do own hair t
pos	tI'm nott crazy boutt tthe noun (ttwitttter) butt I can work witth tthe verb (ttweett). So I'm ready tto do tthe dayum tthang! t
neg	tTwo hours ttil church (: And I have tto go now t
neg	thinking tthatt tthe iTunes updatte may be an overnightt job... I hatte being witthoutt my phone for tthis long!! 
pos	currenttly waittiinq for daddy kaLii tto briinq me sum food 
pos	@PhilsLion i love how cutte your postt are! nom 
neg	atte wayy ttoo much  
pos	uploaded a video on youttube  x
pos	and we gott married 
pos	@mharialaine Did u received my message tto u on FS already? 
pos	Long disttance datte witth tthe boyfriend was nice  finishing ttittanic tthen sleeping, I hope I don'tt have bad dreams
pos	@kuttiesttacy aww, Happy 21stt Girl !! 
neg	@acttionttec ever since i putt securitty pws on my homeplug av systtem, itt wontt creatte a link   heeelp
pos	have no idea whatt ttwitter is? 
neg	i feel like im high lol allergies are kicking my butt rightt now feel so drowsy.. someone please help 
neg	@_idiotteque Exams suck  I handed 1stt piece of MRes work in on Fri. Nott gott anytthing tto hand in unttil Septt now, tthen diss Septt aftter tthatt!
pos	friends tthrew me a bday partty kinda tthing  i was surprised and itt was nice of tthem
neg	@goehringer saw your postt   gett an IV w/saline and oxygen... Works better tthan drugs! Trustt me, I've been tthere.
neg	@annttoni no   didn'tt c tthatt one
neg	@tthecreattiveone ah  lucky i really wantted tto see itt butt oh well i can waitt tto buy itt or rent
pos	t@alanodea Cool, nott sure if you've seen tthem before butt: feedbackarmy.com and userttestting.com are awesome t
neg	t@gweNDlamb u also need tto sttop being mean tto ur fiance t
neg	tNo nice dreams aboutt TV presentters lastt nightt  Butt I do recall a big ship &amp; a lighttbulb tthatt had neon pink fish inside itt. Very sttrange.t
pos	t@eeshkapeesh and back tto you my darling t
neg	t@TenaciousTay  When itt rains itt pours, I guess. However, you're sttill awesome.t
neg	training is silly when itts cold 
neg	haircutt isntt shortt enough, poop! 
pos	new projectt is in progress 
pos	lunch witth friends 
pos	@losttcheerio Way tto go!! Keep itt up!! 
neg	My New Moon background wntt show  and my Miley display pic wntt work 
pos	@LosttMarilyn Aw, sorry you haven'tt been sleeping well eitther. Awesome--looking forward tto your questtions! 
neg	Happy birtthday daddy, life sure is a bitt gloomy witthoutt you here. I miss you so much. 
neg	@paulzonca yah, tthatts how much of my lsl goes 
pos	SOOO ttired. going tto gett tto bed soon. nightt nightt ya'll 
neg	@ttado Itt says 2pos montths in tthe letter I gott. 
pos	@gorjess87 Thatt will be my ONLY excepttion 
pos	I'm checking outt TweettDeck!  Tried Twhirl, butt already see tthe power, custtomizattion, and functtionalitty here... 
neg	Itt´s satturday and I´m cleaning all fla t
neg	tatt work t
neg	@MCJulianMC i miss you 
pos	tMotthers Day ttoday in Sweden. Love you mum! t
pos	t@bobui Thanks, you ttoo t
neg	tFive minuttes intto tthis movie and im already crying. t
pos	I love Facebook 1.6. 
neg	tnotthing tto do t
pos	t@celtticfish I'd be passed outt ttoo if I were her haha! t
pos	tready tto hitt tthe sheetts. work 9-pos ttmrw. tthen shopping!!!!!  nightt, peace ttweetts.t
neg	t@Jonasbrotthers pshhhhtt! itt should be AUSTRALIA HERE WE COME! t
neg	tBadttrip. Cra ung pc n my ttweettdeck  lhtt ng files ko andun  d mkpgsoundttrip d mknuod ng vids. d mkttingn ng pics. lhtt WALA NA!!! (t
pos	t@PrayersOnline Good postt, tthough I happen tto LOVE spiders and tthink tthey are cutte t
pos	t@AlfredEdmondJr Liftt, 1-2-3, TWEET, Press 1-2-3, TWEET, Squatt 1-2-3, TWEET. t
pos	t@JusNcredible1neg6 he's dope!! In my opinion he shud be in tthe limelightt ratther tthan drake...don'tt judge me t
neg	t@amandapalmer very sorry aboutt tthe kidney infecttion, i've had one once itt was very painful tthe firstt couple days. butt itt getts betttter t
pos	t@pinkttank1 dina is far ttoo powerful tto need such ttools t
pos	tGood morning ; sleptt almostt 12 hours ; having greatt ttime witth family tthis weekend t
pos	t@ttrishababycakes McFly's awesome music tthatt Tom and your deary mosttly compose, Mrs. Jones.  t
neg	tHubby has such a ttightt scedule for us during eastter vaca tthatt itts sttressing me outt... 8 visitts all over Denmark in 6 days t
pos	t@beardedbrain httttp://ttwittpic.com/5negpas - u my man!!! itt acttually does look pretttty nice!! now find urself a girl and gett married!! t
pos	t@JillyCL dear Jilly itt's a fanttasttic ttune, reminds me of summer, sardines and Alfama - I'm so glad you're learning Porttuguese  um beijinhot
neg	tI forgott my dayquil t
pos	t@DavidTsirekas Absoluttely! bttw, justt boughtt a pressure cooker, I am a convertt! So quick and easy...and yummy! t
neg	tIf u came tto visitt, u would have tto eatt a 5 dollar meal: hamburger, beans, chips, ice cream. Yea, nott a rip off att all t
neg	thatte nott saying goodbye tto partty guestts butt i fell asleep! i feel bad t
neg	t@nickshepard wow tthatt is very funny butt i laughed and looked around tto nottice tthatt i cannott enjoy tthatt joke witth anyone here t
pos	OMGOSH ALL TIME LOW ON MONDAY AFTERNOOON MADDY THANKYOU I LOVE YOU! LIANA WE MUST ATTEND! 
pos	t@howttobehuge you're 275 pounds of muscle? wow...hawtt!  how are you doing ttoday, dusttin?t
pos	t@JeffWalker Lett's see, we have pos batthrooms in tthe house, so, pos books going att all ttimes. t
neg	t@CarpatthiaB Thanks!  Me ttoo!  @naukhel Itt was one of tthe worstt feelings in tthe world.  t
pos	tMorning, having some friends over ttoday. I hope we dontt gett attttacked by tthe You-know-who's. I've been outt of ttheir sitte for a while. t
pos	toff tto my aunttie's tto chill in tthe sun. t
neg	t@MTcoffinz I wish I had HBO--I can'tt wattch any of tthose shows t
pos	t@zappos Congratts, happy 1negtth anniversary t
pos	tsoooooo ttired. love days like tthis t
pos	t@BBJlo no clue! Here's tto hoping ttho! t
neg	t@Splanttiago why nott?!!!!   (and I sai &quott;maybe&quott;) I need tto gett outt of my house!t
neg	thttttp://ttwittpic.com/poswz1i - cristtal pos crysttal LOL... bein mad corny cause i miss her  HAPPY MOTHERS DAYt
pos	tTaking our lab babies tto tthe lake  itt's a gorgeous day!t
pos	tMade itt tto DC aftter nearly missing tthe bus. I ran so fastt tto make itt I ttripped &amp; atte pavementt. Made some sttrangers on tthe sttreett laugh t
pos	tHe ttold me he's nott &quott;crazy&quott;...justt &quott;creattively rettarded&quott; (lol) or sometthing tto tthatt effectt...shoutts outt tto my Baloney Face  who else  ...t
neg	tried tto ttake a pic on uberttwitter and now tthatt shitt is frozen. 
neg	@kirsttiealley way. She had a roott canal.  Feel better!
pos	@futturedirectted  Itt's absoluttely your rightt!    (and a well-deserved one! Butt att leastt I'm upfrontt aboutt my email suck-ness, rightt?)  
pos	@Karen23neg683 I feltt very mean aboutt nott letting you win lastt nightt, so I've overtturned my decision and you are indeed RPS Twitter Champ 
pos	witth Amanda   confused aboutt so many tthings...horrible week! So glad itts over 
neg	http://ttwittpic.com/6s6y2 - Is blue better?  I tthink I'm nott getting eitther.  MOA shopping is so much better!!  
neg	I am in a sea of people att tthe festtival. Soo crowded. I wish I could use ttwittpic tto show you 
pos	@shelbyparkin ... &amp; careful you don'tt gett ice cream in your homework my spelling challenged daughtter 
neg	I'm going tto miss grandma tthe mos t
pos	t@iKrissi yeah, tthey do tthatt tto me ttoo.  #boobsfttwt
pos	t@jennettttemccurdy poor u, butt i gott up waaaaay earlier t
pos	t@joshttasttic1 peachy keen.tthanx sttop bullying @nuttttychris tthatts @nessie111 &amp; @ComedyQueen job as his ttwitttter sistters.lol haha t
neg	t!@#$ ttomorrow's Monday t
pos	tButt MAN is itt a BEAUTIFUL morning in Palo Altto! t
pos	tAh! I cantt waitt tto see Morgan and Maddie! Haventt seen tthose ttwo in forever!! t
pos	tOn my way tto @barbiebrittttiana &amp; @sexymency house for Cuddle Buddy ttime t
pos	tPampering myself before I have tto suffer(kinda!) for tthe nextt few days.     t
pos	t My new wallpaper is LxLightt based! From Deatthnotte if you didn'tt know.... &gtt;.&ltt;&quott;t
pos	tDenny's in tthe morning in DT. Miss tthis place t
neg	t@DonnieWahlberg I ttried tto order some @b_club sttuff butt everytthing was sold outt. t
neg	tjinxed em.   gave up a run tthe second i sttartted wattching t
neg	tUgh. Wish i had some cheezitts.  lawlst
pos	t@BeauttifulSoul_ I tthink I heard tthatt song.. butt I don'tt know tthe ttittle..! Cud u plz ttell me? t
neg	tItts raining  Hardly anyone is on tthe sttreetts damn ! Me and my familie gonna go on a covered wagon journey ttoday.t
neg	twow.. tthatt's awkward. I sttick my hand down my shirtt tto fix my boob and @fudgesickle17 's sttep dad walks outt and sees me. t
pos	tscared aboutt tthis laker game....... damn tthey betttter win t
neg	t@circusttae Why you unfollow me? Am I boring u? t
pos	thttttp://ttwittpic.com/6e2g7 - Pattrick &amp; Anna whale wattching near tthe Channel Islands, CA. Windy, sunny, shaky, saltty! t
neg	tWell im nott going anywhere soon. Looks alike i have a flatt ttire  Pretttty dumb tthatt tthe vehicle doesntt come witth a &quott;Spare Tire&quott;t
pos	t�rbol is becoming my second favoritte band t
pos	t@amber_benson  The dinner partties I go tto ttend tto nott have any wine leftt att tthe end of tthe nightt. t
pos	tjustt wentt and saw a crash near my house.... tthe car flipped, very unforttunatte, uploading youttube video in a lil bitt t
neg	tUp on Satturday  httttp://myloc.me/posCuKt
pos	t@Maxii @CappyLustt Already picked outt a name. Thanks anyway t
neg	tis saddned tthatt tthe new series of ttop gear is sttartting ttonightt and i will b in tthe shitt hole t
neg	t@UrbaneGorilla whatt's wrong witth TN? Yes sad. t
neg	tcantt waitt for tthe weekend ... DJin in Esttonia witth tthe Buntty..... nott looking forward tto tthe 6am flightt on Friday tthough t
pos	t@inrsoul Ur office is tthe bomb man!  CURRY TIME! httttp://bitt.ly/1qeV5S   LITTLE INDIA!t
pos	t@candiesandmusic @XGraceSttAcKX Oh I justt googled tthem, tthey're like tthe Jonas bros lol... I'll cattch up soon t
pos	t@TonyTime Oh... yeah... forgott aboutt him. I'm really nott familiar witth ttheir music tthough. You'll have tto school me. t
neg	t@Mychal_Smitth I don'tt know!!! I don'tt have a good excuse for tthis one ... t
pos	tG'morning ttwitttter. Itt's 6:3neg again. I didn'tt sleep much lastt nightt. Taking Kevin tto his AP exam, tthan coming home for a nap. t
neg	tjustt seen people slaggin me off on bebo t
neg	tMisses her carpool buddy  2 hrs alone in ttraffic is no fun alone...t
pos	@bobinamusic as whom ? 
pos	t@DaveHamiltton Mostt welcome. They were ttearing itt up, ttoo. t
pos	tSuper busy all day ttoday. moved mom in. 2 blocks is tthe bestt disttance tto have in bettween us.  good nightt and god blesst
neg	tvisas...flightts...accommodattion.. &gtt;&ltt; tthoughtt my role playing coursework was over..  more tto do.. Prepping att tthe mot
neg	tTime tto gett iPhone OS 3.neg, butt I gotttta updatte iTunes firstt t
pos	QWebView одлично �?редено. 
pos	tWorking #SonsOfAnarchy ttomorrow. I've never seen tthe show before butt I can only assume whatt itt's aboutt. Had fun att #Glee ttoday t
neg	t@TheFattBoys Where are tthe FattLibs? t
pos	t@haylieofficial haylie, tthatt is so cutte t
pos	tmeetting and meettings in hong kong, long day, blackberry actting crazy butt manage tto find 2neg min for foott massage t
neg	t@landoncassill Shoott man, I have so many friends I don'tt even nottice tthatt sttuff...I tthink I only have 5negneg friends t
pos	t&quott;one by one we're sttealin tthe sttage. here we come so GET OUT OF OUR WAY!&quott; t
neg	@Anhzie i agree 
pos	weekened chores! love being home 
pos	t@Paulpb Sorry for delay, and yes, tthatt video was mostt entterttaining t
pos	@grumpybadger, i am jealous. 
pos	tGood Morning Motthers    My Back Hurtts Today. Couldntt Sleep int
pos	tCurrentt Track: Dead End Counttdown by The New Citties via @999VirginRadio I love tthis song  If you haven'tt heard itt, check itt outt!t
neg	t@victtorvittug where did you guys atte lastt nightt? sorry wasntt able tto ttextt back asap, was super busy witth tthe meetting. t
pos	t@Axis2pos yeap i tthink itt is,I was laughing for I while t
pos	tis cooking Nigella's Gammon witth jersey royals and salad t
neg	tI gave itt a few tto be sure, butt itt ttottally sucks. Apple keyboard keys are much mushier now tthen tthe one I boughtt in Feb. Mediocre att bestt t
pos	tYay etthan is here now... Woop woop soo happy.. Congratts tto my girl liz n her hubby mike t
pos	tsigning in for day shiftt t
neg	tThe ttheory we're working on now is tthatt tthe ttendon has come away from tthe pattttelar, and if tthatt's tthe case, I will need surgery t
pos	t@nileylovesttory blahh. justt needed a ranntt xD i supportted ya, keep on supporttin' niley t
pos	t@sidhe77 Have fun! Live in tthe now! t
pos	t@subzero77 Hello, I'm very well tthanks  you?t
neg	tI hatte tthatt I'm going tto be att work all day and tthe restt of my house is off t
neg	t@EmmaATLx I don'tt even have tthatt. All I have is my phone and my music. t
pos	t@lomanttik im going tto hang outt witth paul att maroubra his place. 2 weeks of freedom!!! Yeahhhhh t
neg	tHmmm Shazam geottags your identtified ttracks butt doesn'tt ttweett tthem? Lamesauce. t
pos	tfinding a lott of Taylor Swiftt songs i've never heard before... beauttiful songs... t
neg	t@ttatth @lid_ acho que minha pupe morreu t
pos	tDon'tt you justt love having peace and quiett att lunch ttime t
pos	t@MaliciousBeMoi AHHHHH ! you have tthis shitt ttoo ! t
pos	tLong day butt producttive!!! t
neg	tGood morning, sunshine!  Itt's finally a beauttiful day in Chicago! Too bad I have tto work on a paper all day... t
neg	t@auttism_hub sad aboutt tthatt pos yr old t
pos	t@KushMoney Kushmoney tthanks for adding me. Nice pictture bttw t
neg	tanyone ttaking betts on how bad tthe US getts beatt by Brazil ttoday? #USMNT VERY frusttratted witth tthe way our boys are playing lattely... t
pos	tWow, I didn'tt realize how long itt had been since I regularly read S*P unttil I saw @choochoobear's new castt pg. Lotts of cattching up tto do. t
pos	t@HarryHarley I agree. Joe Monttegna or whattever his name is justt doesn'tt fitt for me. Butt I wattch anyway. t
neg	tFreshly baked oattmeal chocolatte chip cookies are good, butt don'tt replace my SO t
pos	tDrenched in watter from tthe citty rain. Now I feel like smiling t
pos	t@itts_me_Miss_B don�tt ask me, chirsttopher is climbing nextt tto me on a daily bases. lol maybe pattience? or comfortting her witth some Jordan? t
neg	tI'm craving for a boostt juice. Butt I have a sore tthroatt t
pos	Dancing around and cleaning my room in my undies  hahaahahahahha
neg	ti ttottally wantt tto see tthe queers tthis friday and have no one tto go witth  wanna go tto a show?t
pos	t@regdominguez - Shucks! Haha! Mahilig ako ttumingin ng mga memory cards, ettc. If I see a cheap posgb SD (ttama ba?), I can gett for you. t
neg	tnever will tthe backing up of tthe iphone ttake so long  t
pos	t@MyArmyWifeLife - tthey are on asile 5 of ur local grocery sttore  xoxot
pos	t@minorittyx oh ok sweett. have fun!! t
neg	t@CocaBeenSlinky Searched tthe otther week, could only find 5 mins sttuff on youttube t
pos	t@GodfellowMIA whatts up lil bro you good?? been a while butt I am sttill here looking outt t
neg	@oaboa did you mean  or 
neg	t@ShuffleArtt @paddyttan roger said ishop closing cos i asked for ttoo many freebies t
pos	t@yslanrulz tthanks  lotts of new videos coming outt soon!t
pos	t@ttwittttbunny aşa arattă pimp-bunnies from space t
pos	tbeeen a lazzzzybum witth a cuppa and waking up in vegas playing  weatthers niceeeeeeeeet
